"","agec3","date","hospst","pneumococcal.pneumonia..481.","flu","pneumonia","popsize","age.class"
"1","0 to 4",1989-07-02,"IL",6,2,127,858716,1
"2","0 to 4",1989-07-09,"IL",1,1,119,858716,1
"3","0 to 4",1989-07-16,"IL",3,2,87,858716,1
"4","0 to 4",1989-07-23,"IL",3,3,84,858716,1
"5","0 to 4",1989-07-30,"IL",4,0,100,858716,1
"6","0 to 4",1989-08-06,"IL",0,0,96,858716,1
"7","0 to 4",1989-08-13,"IL",3,1,94,858716,1
"8","0 to 4",1989-08-20,"IL",3,1,86,858716,1
"9","0 to 4",1989-08-27,"IL",2,1,88,858716,1
"10","0 to 4",1989-09-03,"IL",5,1,108,858716,1
"11","0 to 4",1989-09-10,"IL",6,0,103,858716,1
"12","0 to 4",1989-09-17,"IL",7,1,135,858716,1
"13","0 to 4",1989-09-24,"IL",2,0,163,858716,1
"14","0 to 4",1989-10-01,"IL",6,1,158,858716,1
"15","0 to 4",1989-10-08,"IL",6,3,196,858716,1
"16","0 to 4",1989-10-15,"IL",6,3,202,858716,1
"17","0 to 4",1989-10-22,"IL",4,2,199,858716,1
"18","0 to 4",1989-10-29,"IL",4,1,156,858716,1
"19","0 to 4",1989-11-05,"IL",4,3,216,858716,1
"20","0 to 4",1989-11-12,"IL",4,1,237,858716,1
"21","0 to 4",1989-11-19,"IL",9,0,220,858716,1
"22","0 to 4",1989-11-26,"IL",5,3,275,858716,1
"23","0 to 4",1989-12-03,"IL",8,2,326,858716,1
"24","0 to 4",1989-12-10,"IL",4,7,285,858716,1
"25","0 to 4",1989-12-17,"IL",12,10,436,858716,1
"26","0 to 4",1989-12-24,"IL",15,29,451,858716,1
"27","0 to 4",1989-12-31,"IL",8,13,543,858716,1
"28","0 to 4",1990-01-07,"IL",9,24,462,858716,1
"29","0 to 4",1990-01-14,"IL",14,24,472,858716,1
"30","0 to 4",1990-01-21,"IL",7,17,492,858716,1
"31","0 to 4",1990-01-28,"IL",7,12,485,858716,1
"32","0 to 4",1990-02-04,"IL",7,9,509,858716,1
"33","0 to 4",1990-02-11,"IL",12,5,444,858716,1
"34","0 to 4",1990-02-18,"IL",5,3,377,858716,1
"35","0 to 4",1990-02-25,"IL",2,3,337,858716,1
"36","0 to 4",1990-03-04,"IL",6,4,294,858716,1
"37","0 to 4",1990-03-11,"IL",5,1,327,858716,1
"38","0 to 4",1990-03-18,"IL",2,1,240,858716,1
"39","0 to 4",1990-03-25,"IL",5,3,237,858716,1
"40","0 to 4",1990-04-01,"IL",9,2,258,858716,1
"41","0 to 4",1990-04-08,"IL",2,1,201,858716,1
"42","0 to 4",1990-04-15,"IL",2,0,206,858716,1
"43","0 to 4",1990-04-22,"IL",7,1,215,858716,1
"44","0 to 4",1990-04-29,"IL",3,1,164,858716,1
"45","0 to 4",1990-05-06,"IL",1,2,150,858716,1
"46","0 to 4",1990-05-13,"IL",3,0,159,858716,1
"47","0 to 4",1990-05-20,"IL",6,2,158,858716,1
"48","0 to 4",1990-05-27,"IL",3,1,190,858716,1
"49","0 to 4",1990-06-03,"IL",5,1,167,858716,1
"50","0 to 4",1990-06-10,"IL",2,3,139,858716,1
"51","0 to 4",1990-06-17,"IL",1,2,114,858716,1
"52","0 to 4",1990-06-24,"IL",3,1,111,858716,1
"53","0 to 4",1990-07-01,"IL",4,2,113,862338,1
"54","0 to 4",1990-07-08,"IL",3,1,110,862338,1
"55","0 to 4",1990-07-15,"IL",2,3,103,862338,1
"56","0 to 4",1990-07-22,"IL",2,3,94,862338,1
"57","0 to 4",1990-07-29,"IL",2,1,105,862338,1
"58","0 to 4",1990-08-05,"IL",4,0,80,862338,1
"59","0 to 4",1990-08-12,"IL",4,0,88,862338,1
"60","0 to 4",1990-08-19,"IL",1,1,85,862338,1
"61","0 to 4",1990-08-26,"IL",4,0,81,862338,1
"62","0 to 4",1990-09-02,"IL",2,0,117,862338,1
"63","0 to 4",1990-09-09,"IL",4,2,157,862338,1
"64","0 to 4",1990-09-16,"IL",5,1,165,862338,1
"65","0 to 4",1990-09-23,"IL",3,0,192,862338,1
"66","0 to 4",1990-09-30,"IL",4,1,209,862338,1
"67","0 to 4",1990-10-07,"IL",10,3,197,862338,1
"68","0 to 4",1990-10-14,"IL",12,1,233,862338,1
"69","0 to 4",1990-10-21,"IL",7,1,233,862338,1
"70","0 to 4",1990-10-28,"IL",5,3,219,862338,1
"71","0 to 4",1990-11-04,"IL",14,1,253,862338,1
"72","0 to 4",1990-11-11,"IL",11,3,267,862338,1
"73","0 to 4",1990-11-18,"IL",10,2,223,862338,1
"74","0 to 4",1990-11-25,"IL",7,1,236,862338,1
"75","0 to 4",1990-12-02,"IL",4,0,241,862338,1
"76","0 to 4",1990-12-09,"IL",9,1,265,862338,1
"77","0 to 4",1990-12-16,"IL",10,3,284,862338,1
"78","0 to 4",1990-12-23,"IL",9,2,288,862338,1
"79","0 to 4",1990-12-30,"IL",4,3,386,862338,1
"80","0 to 4",1991-01-06,"IL",11,4,345,862338,1
"81","0 to 4",1991-01-13,"IL",11,2,323,862338,1
"82","0 to 4",1991-01-20,"IL",12,2,347,862338,1
"83","0 to 4",1991-01-27,"IL",7,6,441,862338,1
"84","0 to 4",1991-02-03,"IL",13,8,489,862338,1
"85","0 to 4",1991-02-10,"IL",12,15,480,862338,1
"86","0 to 4",1991-02-17,"IL",12,7,497,862338,1
"87","0 to 4",1991-02-24,"IL",13,10,416,862338,1
"88","0 to 4",1991-03-03,"IL",8,11,400,862338,1
"89","0 to 4",1991-03-10,"IL",11,2,409,862338,1
"90","0 to 4",1991-03-17,"IL",11,2,354,862338,1
"91","0 to 4",1991-03-24,"IL",8,2,350,862338,1
"92","0 to 4",1991-03-31,"IL",9,2,307,862338,1
"93","0 to 4",1991-04-07,"IL",5,3,305,862338,1
"94","0 to 4",1991-04-14,"IL",4,1,266,862338,1
"95","0 to 4",1991-04-21,"IL",6,3,257,862338,1
"96","0 to 4",1991-04-28,"IL",7,0,220,862338,1
"97","0 to 4",1991-05-05,"IL",5,0,190,862338,1
"98","0 to 4",1991-05-12,"IL",5,2,195,862338,1
"99","0 to 4",1991-05-19,"IL",4,1,160,862338,1
"100","0 to 4",1991-05-26,"IL",5,0,154,862338,1
"101","0 to 4",1991-06-02,"IL",2,3,146,862338,1
"102","0 to 4",1991-06-09,"IL",6,4,140,862338,1
"103","0 to 4",1991-06-16,"IL",3,2,138,862338,1
"104","0 to 4",1991-06-23,"IL",4,1,127,862338,1
"105","0 to 4",1991-06-30,"IL",4,0,105,862338,1
"106","0 to 4",1991-07-07,"IL",1,1,102,881610,1
"107","0 to 4",1991-07-14,"IL",4,0,92,881610,1
"108","0 to 4",1991-07-21,"IL",0,1,83,881610,1
"109","0 to 4",1991-07-28,"IL",0,0,81,881610,1
"110","0 to 4",1991-08-04,"IL",2,0,98,881610,1
"111","0 to 4",1991-08-11,"IL",1,0,87,881610,1
"112","0 to 4",1991-08-18,"IL",1,1,115,881610,1
"113","0 to 4",1991-08-25,"IL",1,1,88,881610,1
"114","0 to 4",1991-09-01,"IL",4,1,89,881610,1
"115","0 to 4",1991-09-08,"IL",1,0,127,881610,1
"116","0 to 4",1991-09-15,"IL",3,1,129,881610,1
"117","0 to 4",1991-09-22,"IL",5,2,175,881610,1
"118","0 to 4",1991-09-29,"IL",6,1,202,881610,1
"119","0 to 4",1991-10-06,"IL",7,3,189,881610,1
"120","0 to 4",1991-10-13,"IL",1,0,179,881610,1
"121","0 to 4",1991-10-20,"IL",8,0,198,881610,1
"122","0 to 4",1991-10-27,"IL",10,1,171,881610,1
"123","0 to 4",1991-11-03,"IL",6,2,180,881610,1
"124","0 to 4",1991-11-10,"IL",1,0,223,881610,1
"125","0 to 4",1991-11-17,"IL",11,4,287,881610,1
"126","0 to 4",1991-11-24,"IL",7,6,260,881610,1
"127","0 to 4",1991-12-01,"IL",8,10,284,881610,1
"128","0 to 4",1991-12-08,"IL",6,35,318,881610,1
"129","0 to 4",1991-12-15,"IL",5,34,367,881610,1
"130","0 to 4",1991-12-22,"IL",6,22,360,881610,1
"131","0 to 4",1991-12-29,"IL",16,12,401,881610,1
"132","0 to 4",1992-01-05,"IL",5,9,408,881610,1
"133","0 to 4",1992-01-12,"IL",7,1,362,881610,1
"134","0 to 4",1992-01-19,"IL",6,2,398,881610,1
"135","0 to 4",1992-01-26,"IL",8,3,436,881610,1
"136","0 to 4",1992-02-02,"IL",11,3,507,881610,1
"137","0 to 4",1992-02-09,"IL",6,7,460,881610,1
"138","0 to 4",1992-02-16,"IL",11,3,442,881610,1
"139","0 to 4",1992-02-23,"IL",13,2,411,881610,1
"140","0 to 4",1992-03-01,"IL",7,6,348,881610,1
"141","0 to 4",1992-03-08,"IL",7,1,302,881610,1
"142","0 to 4",1992-03-15,"IL",11,2,256,881610,1
"143","0 to 4",1992-03-22,"IL",2,0,247,881610,1
"144","0 to 4",1992-03-29,"IL",4,0,262,881610,1
"145","0 to 4",1992-04-05,"IL",4,1,253,881610,1
"146","0 to 4",1992-04-12,"IL",3,0,214,881610,1
"147","0 to 4",1992-04-19,"IL",2,0,192,881610,1
"148","0 to 4",1992-04-26,"IL",5,0,158,881610,1
"149","0 to 4",1992-05-03,"IL",3,0,153,881610,1
"150","0 to 4",1992-05-10,"IL",5,1,164,881610,1
"151","0 to 4",1992-05-17,"IL",0,0,167,881610,1
"152","0 to 4",1992-05-24,"IL",3,0,132,881610,1
"153","0 to 4",1992-05-31,"IL",3,0,136,881610,1
"154","0 to 4",1992-06-07,"IL",5,2,158,881610,1
"155","0 to 4",1992-06-14,"IL",6,3,151,881610,1
"156","0 to 4",1992-06-21,"IL",3,1,140,881610,1
"157","0 to 4",1992-06-28,"IL",3,1,124,881610,1
"158","0 to 4",1992-07-05,"IL",2,0,108,899547,1
"159","0 to 4",1992-07-12,"IL",1,0,87,899547,1
"160","0 to 4",1992-07-19,"IL",1,3,86,899547,1
"161","0 to 4",1992-07-26,"IL",8,1,95,899547,1
"162","0 to 4",1992-08-02,"IL",0,1,84,899547,1
"163","0 to 4",1992-08-09,"IL",3,1,101,899547,1
"164","0 to 4",1992-08-16,"IL",0,0,95,899547,1
"165","0 to 4",1992-08-23,"IL",2,0,113,899547,1
"166","0 to 4",1992-08-30,"IL",3,1,108,899547,1
"167","0 to 4",1992-09-06,"IL",2,0,123,899547,1
"168","0 to 4",1992-09-13,"IL",3,0,148,899547,1
"169","0 to 4",1992-09-20,"IL",3,0,144,899547,1
"170","0 to 4",1992-09-27,"IL",5,3,146,899547,1
"171","0 to 4",1992-10-04,"IL",9,0,165,899547,1
"172","0 to 4",1992-10-11,"IL",4,0,164,899547,1
"173","0 to 4",1992-10-18,"IL",7,1,142,899547,1
"174","0 to 4",1992-10-25,"IL",7,0,174,899547,1
"175","0 to 4",1992-11-01,"IL",5,0,146,899547,1
"176","0 to 4",1992-11-08,"IL",3,0,169,899547,1
"177","0 to 4",1992-11-15,"IL",6,0,137,899547,1
"178","0 to 4",1992-11-22,"IL",3,0,165,899547,1
"179","0 to 4",1992-11-29,"IL",10,2,193,899547,1
"180","0 to 4",1992-12-06,"IL",5,0,185,899547,1
"181","0 to 4",1992-12-13,"IL",5,1,189,899547,1
"182","0 to 4",1992-12-20,"IL",7,1,212,899547,1
"183","0 to 4",1992-12-27,"IL",10,0,248,899547,1
"184","0 to 4",1993-01-03,"IL",9,3,245,899547,1
"185","0 to 4",1993-01-10,"IL",10,2,250,899547,1
"186","0 to 4",1993-01-17,"IL",9,3,297,899547,1
"187","0 to 4",1993-01-24,"IL",10,11,343,899547,1
"188","0 to 4",1993-01-31,"IL",12,13,407,899547,1
"189","0 to 4",1993-02-07,"IL",13,14,419,899547,1
"190","0 to 4",1993-02-14,"IL",11,12,450,899547,1
"191","0 to 4",1993-02-21,"IL",4,6,401,899547,1
"192","0 to 4",1993-02-28,"IL",3,5,341,899547,1
"193","0 to 4",1993-03-07,"IL",8,9,360,899547,1
"194","0 to 4",1993-03-14,"IL",7,3,388,899547,1
"195","0 to 4",1993-03-21,"IL",8,5,368,899547,1
"196","0 to 4",1993-03-28,"IL",5,6,361,899547,1
"197","0 to 4",1993-04-04,"IL",10,5,275,899547,1
"198","0 to 4",1993-04-11,"IL",7,2,274,899547,1
"199","0 to 4",1993-04-18,"IL",3,0,208,899547,1
"200","0 to 4",1993-04-25,"IL",9,2,209,899547,1
"201","0 to 4",1993-05-02,"IL",6,0,221,899547,1
"202","0 to 4",1993-05-09,"IL",7,2,177,899547,1
"203","0 to 4",1993-05-16,"IL",3,2,154,899547,1
"204","0 to 4",1993-05-23,"IL",4,1,163,899547,1
"205","0 to 4",1993-05-30,"IL",2,0,140,899547,1
"206","0 to 4",1993-06-06,"IL",2,1,134,899547,1
"207","0 to 4",1993-06-13,"IL",9,1,132,899547,1
"208","0 to 4",1993-06-20,"IL",1,0,120,899547,1
"209","0 to 4",1993-06-27,"IL",0,0,114,899547,1
"210","0 to 4",1993-07-04,"IL",2,0,94,910219,1
"211","0 to 4",1993-07-11,"IL",4,0,108,910219,1
"212","0 to 4",1993-07-18,"IL",1,1,102,910219,1
"213","0 to 4",1993-07-25,"IL",1,1,99,910219,1
"214","0 to 4",1993-08-01,"IL",1,1,93,910219,1
"215","0 to 4",1993-08-08,"IL",3,0,102,910219,1
"216","0 to 4",1993-08-15,"IL",2,1,124,910219,1
"217","0 to 4",1993-08-22,"IL",2,0,113,910219,1
"218","0 to 4",1993-08-29,"IL",2,0,112,910219,1
"219","0 to 4",1993-09-05,"IL",2,0,136,910219,1
"220","0 to 4",1993-09-12,"IL",0,1,151,910219,1
"221","0 to 4",1993-09-19,"IL",5,1,146,910219,1
"222","0 to 4",1993-09-26,"IL",3,3,169,910219,1
"223","0 to 4",1993-10-03,"IL",4,3,205,910219,1
"224","0 to 4",1993-10-10,"IL",3,0,181,910219,1
"225","0 to 4",1993-10-17,"IL",3,0,199,910219,1
"226","0 to 4",1993-10-24,"IL",7,1,179,910219,1
"227","0 to 4",1993-10-31,"IL",4,0,197,910219,1
"228","0 to 4",1993-11-07,"IL",3,3,183,910219,1
"229","0 to 4",1993-11-14,"IL",3,1,220,910219,1
"230","0 to 4",1993-11-21,"IL",6,0,208,910219,1
"231","0 to 4",1993-11-28,"IL",10,0,205,910219,1
"232","0 to 4",1993-12-05,"IL",7,1,191,910219,1
"233","0 to 4",1993-12-12,"IL",3,2,221,910219,1
"234","0 to 4",1993-12-19,"IL",5,7,221,910219,1
"235","0 to 4",1993-12-26,"IL",7,17,322,910219,1
"236","0 to 4",1994-01-02,"IL",8,15,295,910219,1
"237","0 to 4",1994-01-09,"IL",7,21,305,910219,1
"238","0 to 4",1994-01-16,"IL",4,11,308,910219,1
"239","0 to 4",1994-01-23,"IL",2,8,335,910219,1
"240","0 to 4",1994-01-30,"IL",11,5,350,910219,1
"241","0 to 4",1994-02-06,"IL",9,4,446,910219,1
"242","0 to 4",1994-02-13,"IL",4,2,549,910219,1
"243","0 to 4",1994-02-20,"IL",11,1,503,910219,1
"244","0 to 4",1994-02-27,"IL",9,0,467,910219,1
"245","0 to 4",1994-03-06,"IL",17,1,475,910219,1
"246","0 to 4",1994-03-13,"IL",7,0,440,910219,1
"247","0 to 4",1994-03-20,"IL",3,0,338,910219,1
"248","0 to 4",1994-03-27,"IL",5,1,303,910219,1
"249","0 to 4",1994-04-03,"IL",3,1,280,910219,1
"250","0 to 4",1994-04-10,"IL",6,1,246,910219,1
"251","0 to 4",1994-04-17,"IL",3,1,171,910219,1
"252","0 to 4",1994-04-24,"IL",5,0,164,910219,1
"253","0 to 4",1994-05-01,"IL",3,0,132,910219,1
"254","0 to 4",1994-05-08,"IL",4,0,120,910219,1
"255","0 to 4",1994-05-15,"IL",2,2,162,910219,1
"256","0 to 4",1994-05-22,"IL",1,1,148,910219,1
"257","0 to 4",1994-05-29,"IL",5,1,146,910219,1
"258","0 to 4",1994-06-05,"IL",4,1,130,910219,1
"259","0 to 4",1994-06-12,"IL",7,0,174,910219,1
"260","0 to 4",1994-06-19,"IL",2,0,116,910219,1
"261","0 to 4",1994-06-26,"IL",0,0,89,910219,1
"262","0 to 4",1994-07-03,"IL",4,1,83,918389,1
"263","0 to 4",1994-07-10,"IL",5,1,93,918389,1
"264","0 to 4",1994-07-17,"IL",2,0,85,918389,1
"265","0 to 4",1994-07-24,"IL",2,1,76,918389,1
"266","0 to 4",1994-07-31,"IL",0,0,75,918389,1
"267","0 to 4",1994-08-07,"IL",1,0,77,918389,1
"268","0 to 4",1994-08-14,"IL",1,0,92,918389,1
"269","0 to 4",1994-08-21,"IL",2,0,69,918389,1
"270","0 to 4",1994-08-28,"IL",1,0,72,918389,1
"271","0 to 4",1994-09-04,"IL",2,0,107,918389,1
"272","0 to 4",1994-09-11,"IL",4,0,126,918389,1
"273","0 to 4",1994-09-18,"IL",4,0,95,918389,1
"274","0 to 4",1994-09-25,"IL",1,0,93,918389,1
"275","0 to 4",1994-10-02,"IL",1,0,122,918389,1
"276","0 to 4",1994-10-09,"IL",2,0,143,918389,1
"277","0 to 4",1994-10-16,"IL",4,1,155,918389,1
"278","0 to 4",1994-10-23,"IL",6,1,148,918389,1
"279","0 to 4",1994-10-30,"IL",6,1,163,918389,1
"280","0 to 4",1994-11-06,"IL",7,0,154,918389,1
"281","0 to 4",1994-11-13,"IL",5,0,165,918389,1
"282","0 to 4",1994-11-20,"IL",4,0,178,918389,1
"283","0 to 4",1994-11-27,"IL",4,2,177,918389,1
"284","0 to 4",1994-12-04,"IL",5,1,181,918389,1
"285","0 to 4",1994-12-11,"IL",4,0,203,918389,1
"286","0 to 4",1994-12-18,"IL",7,0,255,918389,1
"287","0 to 4",1994-12-25,"IL",7,1,299,918389,1
"288","0 to 4",1995-01-01,"IL",10,4,319,918389,1
"289","0 to 4",1995-01-08,"IL",5,4,343,918389,1
"290","0 to 4",1995-01-15,"IL",6,4,379,918389,1
"291","0 to 4",1995-01-22,"IL",10,6,437,918389,1
"292","0 to 4",1995-01-29,"IL",15,12,469,918389,1
"293","0 to 4",1995-02-05,"IL",5,19,495,918389,1
"294","0 to 4",1995-02-12,"IL",4,9,417,918389,1
"295","0 to 4",1995-02-19,"IL",5,19,460,918389,1
"296","0 to 4",1995-02-26,"IL",6,8,420,918389,1
"297","0 to 4",1995-03-05,"IL",8,2,431,918389,1
"298","0 to 4",1995-03-12,"IL",14,3,406,918389,1
"299","0 to 4",1995-03-19,"IL",9,4,319,918389,1
"300","0 to 4",1995-03-26,"IL",10,0,309,918389,1
"301","0 to 4",1995-04-02,"IL",7,0,236,918389,1
"302","0 to 4",1995-04-09,"IL",11,2,221,918389,1
"303","0 to 4",1995-04-16,"IL",1,0,195,918389,1
"304","0 to 4",1995-04-23,"IL",3,0,150,918389,1
"305","0 to 4",1995-04-30,"IL",6,2,175,918389,1
"306","0 to 4",1995-05-07,"IL",7,4,176,918389,1
"307","0 to 4",1995-05-14,"IL",4,0,163,918389,1
"308","0 to 4",1995-05-21,"IL",5,1,152,918389,1
"309","0 to 4",1995-05-28,"IL",4,3,119,918389,1
"310","0 to 4",1995-06-04,"IL",6,1,132,918389,1
"311","0 to 4",1995-06-11,"IL",3,1,136,918389,1
"312","0 to 4",1995-06-18,"IL",10,1,113,918389,1
"313","0 to 4",1995-06-25,"IL",6,1,106,918389,1
"314","0 to 4",1995-07-02,"IL",1,0,88,918868,1
"315","0 to 4",1995-07-09,"IL",4,1,111,918868,1
"316","0 to 4",1995-07-16,"IL",2,1,78,918868,1
"317","0 to 4",1995-07-23,"IL",3,0,86,918868,1
"318","0 to 4",1995-07-30,"IL",1,0,76,918868,1
"319","0 to 4",1995-08-06,"IL",0,1,90,918868,1
"320","0 to 4",1995-08-13,"IL",4,0,98,918868,1
"321","0 to 4",1995-08-20,"IL",2,1,91,918868,1
"322","0 to 4",1995-08-27,"IL",1,1,105,918868,1
"323","0 to 4",1995-09-03,"IL",0,0,93,918868,1
"324","0 to 4",1995-09-10,"IL",4,2,117,918868,1
"325","0 to 4",1995-09-17,"IL",1,0,108,918868,1
"326","0 to 4",1995-09-24,"IL",4,0,159,918868,1
"327","0 to 4",1995-10-01,"IL",7,1,162,918868,1
"328","0 to 4",1995-10-08,"IL",4,0,147,918868,1
"329","0 to 4",1995-10-15,"IL",5,0,159,918868,1
"330","0 to 4",1995-10-22,"IL",3,0,161,918868,1
"331","0 to 4",1995-10-29,"IL",6,0,147,918868,1
"332","0 to 4",1995-11-05,"IL",4,2,175,918868,1
"333","0 to 4",1995-11-12,"IL",7,1,172,918868,1
"334","0 to 4",1995-11-19,"IL",9,1,201,918868,1
"335","0 to 4",1995-11-26,"IL",4,4,225,918868,1
"336","0 to 4",1995-12-03,"IL",6,6,250,918868,1
"337","0 to 4",1995-12-10,"IL",4,3,307,918868,1
"338","0 to 4",1995-12-17,"IL",7,12,319,918868,1
"339","0 to 4",1995-12-24,"IL",15,9,366,918868,1
"340","0 to 4",1995-12-31,"IL",9,12,480,918868,1
"341","0 to 4",1996-01-07,"IL",9,5,364,918868,1
"342","0 to 4",1996-01-14,"IL",4,2,341,918868,1
"343","0 to 4",1996-01-21,"IL",12,1,420,918868,1
"344","0 to 4",1996-01-28,"IL",9,0,433,918868,1
"345","0 to 4",1996-02-04,"IL",7,1,434,918868,1
"346","0 to 4",1996-02-11,"IL",15,1,364,918868,1
"347","0 to 4",1996-02-18,"IL",4,0,363,918868,1
"348","0 to 4",1996-02-25,"IL",10,2,299,918868,1
"349","0 to 4",1996-03-03,"IL",6,0,227,918868,1
"350","0 to 4",1996-03-10,"IL",3,1,214,918868,1
"351","0 to 4",1996-03-17,"IL",6,0,237,918868,1
"352","0 to 4",1996-03-24,"IL",4,4,203,918868,1
"353","0 to 4",1996-03-31,"IL",10,3,198,918868,1
"354","0 to 4",1996-04-07,"IL",3,1,166,918868,1
"355","0 to 4",1996-04-14,"IL",5,2,173,918868,1
"356","0 to 4",1996-04-21,"IL",3,2,155,918868,1
"357","0 to 4",1996-04-28,"IL",6,1,118,918868,1
"358","0 to 4",1996-05-05,"IL",6,2,132,918868,1
"359","0 to 4",1996-05-12,"IL",5,1,118,918868,1
"360","0 to 4",1996-05-19,"IL",1,1,130,918868,1
"361","0 to 4",1996-05-26,"IL",0,0,124,918868,1
"362","0 to 4",1996-06-02,"IL",2,1,115,918868,1
"363","0 to 4",1996-06-09,"IL",1,0,114,918868,1
"364","0 to 4",1996-06-16,"IL",3,0,101,918868,1
"365","0 to 4",1996-06-23,"IL",4,2,96,918868,1
"366","0 to 4",1996-06-30,"IL",2,1,91,918868,1
"367","0 to 4",1996-07-07,"IL",1,1,65,911758,1
"368","0 to 4",1996-07-14,"IL",0,1,73,911758,1
"369","0 to 4",1996-07-21,"IL",0,1,60,911758,1
"370","0 to 4",1996-07-28,"IL",1,1,69,911758,1
"371","0 to 4",1996-08-04,"IL",2,0,58,911758,1
"372","0 to 4",1996-08-11,"IL",4,0,62,911758,1
"373","0 to 4",1996-08-18,"IL",3,0,77,911758,1
"374","0 to 4",1996-08-25,"IL",5,0,79,911758,1
"375","0 to 4",1996-09-01,"IL",4,0,88,911758,1
"376","0 to 4",1996-09-08,"IL",0,1,75,911758,1
"377","0 to 4",1996-09-15,"IL",4,0,112,911758,1
"378","0 to 4",1996-09-22,"IL",7,1,117,911758,1
"379","0 to 4",1996-09-29,"IL",7,0,119,911758,1
"380","0 to 4",1996-10-06,"IL",3,0,149,911758,1
"381","0 to 4",1996-10-13,"IL",3,0,135,911758,1
"382","0 to 4",1996-10-20,"IL",8,2,144,911758,1
"383","0 to 4",1996-10-27,"IL",4,1,125,911758,1
"384","0 to 4",1996-11-03,"IL",6,1,138,911758,1
"385","0 to 4",1996-11-10,"IL",11,4,177,911758,1
"386","0 to 4",1996-11-17,"IL",4,6,174,911758,1
"387","0 to 4",1996-11-24,"IL",4,11,176,911758,1
"388","0 to 4",1996-12-01,"IL",8,9,188,911758,1
"389","0 to 4",1996-12-08,"IL",6,6,157,911758,1
"390","0 to 4",1996-12-15,"IL",2,9,188,911758,1
"391","0 to 4",1996-12-22,"IL",9,12,211,911758,1
"392","0 to 4",1996-12-29,"IL",7,5,222,911758,1
"393","0 to 4",1997-01-05,"IL",5,1,187,911758,1
"394","0 to 4",1997-01-12,"IL",11,0,211,911758,1
"395","0 to 4",1997-01-19,"IL",2,0,249,911758,1
"396","0 to 4",1997-01-26,"IL",2,2,262,911758,1
"397","0 to 4",1997-02-02,"IL",8,1,346,911758,1
"398","0 to 4",1997-02-09,"IL",12,2,377,911758,1
"399","0 to 4",1997-02-16,"IL",6,7,399,911758,1
"400","0 to 4",1997-02-23,"IL",11,3,375,911758,1
"401","0 to 4",1997-03-02,"IL",7,3,307,911758,1
"402","0 to 4",1997-03-09,"IL",6,7,323,911758,1
"403","0 to 4",1997-03-16,"IL",7,2,290,911758,1
"404","0 to 4",1997-03-23,"IL",3,2,271,911758,1
"405","0 to 4",1997-03-30,"IL",5,0,224,911758,1
"406","0 to 4",1997-04-06,"IL",7,0,212,911758,1
"407","0 to 4",1997-04-13,"IL",6,0,168,911758,1
"408","0 to 4",1997-04-20,"IL",5,0,156,911758,1
"409","0 to 4",1997-04-27,"IL",5,1,148,911758,1
"410","0 to 4",1997-05-04,"IL",9,4,133,911758,1
"411","0 to 4",1997-05-11,"IL",7,2,147,911758,1
"412","0 to 4",1997-05-18,"IL",5,4,146,911758,1
"413","0 to 4",1997-05-25,"IL",5,1,112,911758,1
"414","0 to 4",1997-06-01,"IL",10,0,126,911758,1
"415","0 to 4",1997-06-08,"IL",2,1,88,911758,1
"416","0 to 4",1997-06-15,"IL",3,0,86,911758,1
"417","0 to 4",1997-06-22,"IL",2,2,81,911758,1
"418","0 to 4",1997-06-29,"IL",1,0,65,911758,1
"419","0 to 4",1997-07-06,"IL",4,1,62,901252,1
"420","0 to 4",1997-07-13,"IL",3,1,60,901252,1
"421","0 to 4",1997-07-20,"IL",11,0,60,901252,1
"422","0 to 4",1997-07-27,"IL",0,0,61,901252,1
"423","0 to 4",1997-08-03,"IL",4,2,95,901252,1
"424","0 to 4",1997-08-10,"IL",3,0,75,901252,1
"425","0 to 4",1997-08-17,"IL",5,0,82,901252,1
"426","0 to 4",1997-08-24,"IL",4,0,112,901252,1
"427","0 to 4",1997-08-31,"IL",4,0,115,901252,1
"428","0 to 4",1997-09-07,"IL",4,2,116,901252,1
"429","0 to 4",1997-09-14,"IL",5,0,131,901252,1
"430","0 to 4",1997-09-21,"IL",4,0,106,901252,1
"431","0 to 4",1997-09-28,"IL",3,0,122,901252,1
"432","0 to 4",1997-10-05,"IL",6,0,132,901252,1
"433","0 to 4",1997-10-12,"IL",3,0,92,901252,1
"434","0 to 4",1997-10-19,"IL",4,0,118,901252,1
"435","0 to 4",1997-10-26,"IL",2,2,157,901252,1
"436","0 to 4",1997-11-02,"IL",4,1,147,901252,1
"437","0 to 4",1997-11-09,"IL",7,3,146,901252,1
"438","0 to 4",1997-11-16,"IL",4,0,139,901252,1
"439","0 to 4",1997-11-23,"IL",4,3,170,901252,1
"440","0 to 4",1997-11-30,"IL",6,2,199,901252,1
"441","0 to 4",1997-12-07,"IL",12,2,210,901252,1
"442","0 to 4",1997-12-14,"IL",8,2,234,901252,1
"443","0 to 4",1997-12-21,"IL",5,6,258,901252,1
"444","0 to 4",1997-12-28,"IL",8,14,361,901252,1
"445","0 to 4",1998-01-04,"IL",13,11,318,901252,1
"446","0 to 4",1998-01-11,"IL",4,8,248,901252,1
"447","0 to 4",1998-01-18,"IL",5,16,299,901252,1
"448","0 to 4",1998-01-25,"IL",8,16,322,901252,1
"449","0 to 4",1998-02-01,"IL",14,22,345,901252,1
"450","0 to 4",1998-02-08,"IL",3,17,283,901252,1
